,ticker,sector,company_name,market_cap,market_category,analyst_consensus,stock_outstanding
0,FGELF,industrialgoods,Fujitsu General,1998366130,Small,,
1,ADDLF,healthcare,AddLife AB,1990195533,Small,,
2,EPC,consumergoods,Edgewell Personal Care,1983964179,Small,Hold,54355182.98630137
3,MCSHF,consumergoods,Metcash,1983383872,Small,ModerateBuy,889409808.0717489
4,GEF.B,basicmaterials,Greif Class B,1983371178,Small,,39635714.988009594
5,JW.A,services,John Wiley Sons Cl A,1983085811,Small,,56003552.97938436
6,PRLD,healthcare,Prelude Therapeutics,1981948328,Small,Hold,43703380.99228225
7,BDN,financial,Brandywine Realty,1980352112,Small,ModerateBuy,170572963.9965547
8,IGMS,healthcare,IGM Biosciences,1980188119,Small,ModerateBuy,30700590.992248062
9,MYOV,healthcare,Myovant Sciences,1979470400,Small,StrongBuy,90593610.98398168
10,CIOXY,services,Cielo SA,1976222251,Small,ModerateSell,2823174644.2857146
11,ATZAF,consumergoods,Aritzia,1973767683,Small,StrongBuy,109471307.98668885
12,AKEJF,consumergoods,ARIAKE JAPAN Co,1972944346,Small,,
13,TGNOF,consumergoods,Trigano SA,1972203582,Small,StrongBuy,
14,NMIH,financial,NMI Holdings,1966821864,Small,StrongBuy,84813361.9663648
15,WBRBF,industrialgoods,Wienerberger AG,1966175686,Small,ModerateBuy,
16,JEMC,consumergoods,J.E.M. Capital,1964536000,Small,,19645360000.0
17,ATRC,healthcare,Atricure,1964362826,Small,StrongBuy,45023213.98120559
18,EFGXY,financial,EFG International,1964110276,Small,,299864164.2748092
19,INT,industrialgoods,World Fuel Services,1962846201,Small,,63501979.97411841
20,CNK,services,Cinemark Holdings,1962611572,Small,ModerateBuy,118158432.99217339
21,SASDF,industrialgoods,SAS AB,1961830608,Small,,7266039288.888888
22,RUSHB,industrialgoods,Rush Enterprises B,1961225885,Small,,54736976.97460229
23,FIT,consumergoods,Fitbit,1959047450,Small,,272468351.87760776
24,MTOR,industrialgoods,Meritor,1956752356,Small,ModerateBuy,72311616.9992609
25,OI,basicmaterials,O-I Glass,1956712852,Small,Hold,157165690.9236948
26,JOE,financial,St Joe Company,1956078277,Small,,58882548.97652017
27,PRAA,services,Pra Group,1955837070,Small,Hold,45579982.98764857
28,MTWTF,industrialgoods,METAWATER Co,1955098260,Small,,
29,FTMNF,basicmaterials,Lundin Gold,1954983144,Small,StrongBuy,229998016.94117647
30,HMCTF,industrialgoods,Hainan Meilan International Airport Company,1954369690,Small,ModerateBuy,502408660.66838044
31,BFEHF,healthcare,Bachem Holding AG,1948262568,Small,,
32,FSHUF,services,Fu Shou Yuan International Group,1947562858,Small,,
33,TRQ,basicmaterials,Turquoise Hill Resources,1943895613,Small,StrongBuy,201231429.91718426
34,FSS,industrialgoods,Federal Signal,1942801589,Small,,60523413.98753894
35,MLI,industrialgoods,Mueller Industries,1936732034,Small,,57080224.99263189
36,RCII,financial,Rent-A-Center,1932260522,Small,ModerateBuy,54170465.99383235
37,PARXF,utilities,Parex Resources,1930326113,Small,StrongBuy,134893508.94479385
38,ATKR,industrialgoods,Atkore International Group,1924841371,Small,ModerateBuy,47409885.98522168
39,SJW,utilities,SJW,1924689767,Small,ModerateBuy,28556227.99703264
40,ELY,consumergoods,Callaway Golf,1922204554,Small,StrongBuy,94179546.9867712
41,PRSC,industrialgoods,The Providence Service,1922024243,Small,ModerateBuy,14183633.997490961
42,CUB,technology,Cubic,1920130981,Small,ModerateBuy,31524067.985552456
43,PADEF,basicmaterials,PT Adaro Energy Tbk,1919157720,Small,,
44,ALGGF,financial,Alliance Global Group,1918572115,Small,,9592860575.0
45,JRHIF,financial,Daiwa Securities Living Investment,1917169645,Small,,
46,ENLC,industrialgoods,EnLink Midstream,1914909995,Small,ModerateSell,489746801.7902813
47,CTRE,financial,CareTrust REIT,1914715520,Small,ModerateBuy,95735776.0
48,MWA,industrialgoods,Mueller Water Products,1914619543,Small,ModerateBuy,158102356.97770438
49,WHD,industrialgoods,Cactus,1914270111,Small,ModerateBuy,75364965.0
50,FRME,financial,First Merchants,1914222098,Small,ModerateBuy,54257995.975056686
51,CADE,financial,Cadence Bancorporation,1908574744,Small,ModerateBuy,125978530.95709571
52,GEAHF,services,Great Eagle Holdings,1907788000,Small,,719920000.0
53,SNBR,consumergoods,Sleep Number,1907738610,Small,ModerateBuy,27757000.0
54,OLMA,healthcare,Olema Pharmaceuticals,1906727031,Small,,38519738.0
55,CNPPF,financial,China Overseas Property Holdings,1906379066,Small,Hold,3286860458.62069
56,CTMLF,services,Corporate Travel Management,1904500203,Small,ModerateBuy,121849021.30518234
57,CALM,consumergoods,Cal-Maine Foods,1904051072,Small,ModerateBuy,48771800.0
58,HUBG,industrialgoods,Hub Group,1903542971,Small,ModerateBuy,34156521.99892338
59,SILK,healthcare,Silk Road Medical,1902380042,Small,ModerateBuy,33958943.98429132
60,FGETF,services,Flight Centre Travel Group,1899705447,Small,Hold,
61,MSGE,services,Madison Square Garden Entertainment,1899308490,Small,StrongBuy,24142728.99453413
62,AFXXF,services,AF Poyry AB,1897968768,Small,,
63,KRON,healthcare,Kronos Bio,1896173775,Small,StrongBuy,56033503.989361696
64,KLIC,technology,Kulicke & Soffa,1894996153,Small,ModerateBuy,62029333.977086745
65,TAC,utilities,TransAlta,1891980000,Small,ModerateBuy,274200000.0
66,PHMMF,healthcare,Pharma Mar SA,1891900006,Small,Hold,17317162.52631579
67,CYBQF,healthcare,CYBERDYNE,1891092536,Small,,219639086.6434379
68,WAFD,financial,Washington Federal,1890720312,Small,Hold,75689363.97117694
69,GB,financial,Global Blue Group Holding,1889707202,Small,,167824795.91474244
70,BANF,financial,BancFirst,1887401034,Small,,32682268.987012986
71,FBC,financial,Flagstar Bancorp,1883379979,Small,StrongBuy,52564330.979626015
72,LUNG,healthcare,Pulmonx,1883320718,Small,ModerateBuy,35668952.99242424
73,ORRAF,basicmaterials,Orora,1882302326,Small,Hold,927242525.1231529
74,PREKF,utilities,PrairieSky Royalty,1881749100,Small,StrongBuy,223220533.8078292
75,KGGNF,consumergoods,Kogan,1881611780,Small,ModerateBuy,
76,MEDGF,healthcare,Medacta Group SA,1880000000,Small,Hold,
77,CFPZF,basicmaterials,Canfor,1875786612,Small,StrongBuy,125219400.0
78,CPK,utilities,Chesapeake Utilities,1873555213,Small,ModerateBuy,17460905.992544267
79,FIX,industrialgoods,Comfort Systems,1870690201,Small,,36394750.9922179
80,ZNTL,healthcare,Zentalis Pharmaceuticals,1869861976,Small,StrongBuy,40613856.99391833
81,ATSG,industrialgoods,Air Transport Services,1868139289,Small,ModerateBuy,59589769.984051034
82,TKSHF,consumergoods,Takashimaya Company,1865048284,Small,,
83,PHR,technology,Phreesia,1864774903,Small,StrongBuy,43722740.98475967
84,IRWD,healthcare,Ironwood Pharma,1861929435,Small,Hold,160097113.92949268
85,GARPF,basicmaterials,Golden Agri-Resources,1860657910,Small,,12404386066.666668
86,IDBHF,basicmaterials,Industrias Bachoco SAB de CV,1860000000,Small,,
87,GSBD,financial,Goldman Sachs BDC,1859094314,Small,Hold,101534369.96176954
88,SVLPF,financial,Savills,1858392877,Small,,147725983.86327505
89,YZOFF,technology,Yangtze Optical Fibre and Cable Joint Stock Co,1856867514,Small,,
90,PRO,technology,PROS Holdings,1855108209,Small,ModerateBuy,43434984.991805196
91,RPAI,financial,Retail Properties of America,1849000171,Small,Hold,214252626.99884123
92,YACAF,basicmaterials,Yancoal Australia,1848615211,Small,,
93,GBIO,healthcare,Generation Bio,1848564716,Small,,46516474.98741822
94,OMI,healthcare,Owens & Minor,1847363571,Small,ModerateBuy,73512278.98925588
95,NAVI,financial,Navient,1840447180,Small,StrongBuy,186280078.9473684
96,PDCE,utilities,PDC Energy,1838315066,Small,StrongBuy,99637672.95392954
97,AAT,financial,American Assets,1838026505,Small,,60282928.9931125
98,EDIT,healthcare,Editas Medicine,1835742720,Small,Hold,62334217.99660441
99,IDCC,technology,InterDigital,1835146898,Small,ModerateBuy,30806561.99429243
100,THRM,industrialgoods,Gentherm,1834251610,Small,StrongBuy,32690279.985742293
101,PING,technology,Ping Identity Holding,1833916838,Small,ModerateBuy,81110872.97655904
102,PRGS,technology,Progress Software,1833382966,Small,ModerateBuy,45101671.980319805
103,LGYRF,industrialgoods,Landis+Gyr Group AG,1831229949,Small,ModerateBuy,
104,ATTRF,financial,Ascott Residence,1829668470,Small,,
105,KANKF,basicmaterials,Kaneka,1826326628,Small,,
106,IMHDF,consumergoods,Isetan Mitsukoshi Holdings,1825884984,Small,,
107,FBBPF,financial,"Prologis Property Mexico, S.A. de C.V.",1825748855,Small,Hold,853153670.5607476
108,KUKAF,industrialgoods,KUKA AG,1824898563,Small,,39775469.986922406
109,LOB,financial,Live Oak Bancshares,1824843760,Small,ModerateBuy,40642400.0
110,FBP,financial,First Bancorp Puerto Rico,1824393612,Small,,218228900.95693782
111,SUWCF,basicmaterials,Schouw & Co,1822467363,Small,,
112,ATI,basicmaterials,Allegheny Technologies,1822352300,Small,ModerateSell,126816443.98051497
113,PBH,healthcare,Prestige Brand Holdings,1822275278,Small,Hold,50103801.97965357
114,BEAT,healthcare,BioTelemetry,1818905818,Small,ModerateBuy,34260798.98285929
115,VNOM,utilities,Viper Energy,1818823443,Small,StrongBuy,158572226.93984306
116,PQG,basicmaterials,Pq Group Holdings,1818749493,Small,,136338042.95352325
117,AGRUF,industrialgoods,AF Gruppen ASA,1817599823,Small,,
118,TROX,basicmaterials,TRONOX,1814566534,Small,ModerateBuy,143557478.9556962
119,SRNE,healthcare,Sorrento Therapeutics,1814273221,Small,ModerateBuy,262938147.97101447
120,RNST,financial,Renasant,1811735021,Small,Hold,56195254.99379652
121,FTAI,financial,Fortress Transportation,1810802637,Small,StrongBuy,85617145.95744681
122,SEGSF,industrialgoods,SIA Engineering Co,1810085070,Small,,
123,AETUF,utilities,ARC Resources,1809285120,Small,StrongBuy,353376000.0
124,MRPZF,consumergoods,Mr Price Group,1804429458,Small,,
125,SAH,consumergoods,Sonic Automotive,1804364041,Small,ModerateBuy,42049965.99860173
126,RMBS,technology,Rambus,1801115041,Small,,113922519.98734978
127,BKUH,unknownsector,Bakhu Holdings,1800684000,Small,,294229411.7647059
128,FMHG,financial,Fah Mai Holdings Group,1800360000,Small,,17146285.714285713
129,SKY,consumergoods,Skyline Champion,1797716654,Small,Hold,56638835.97983617
130,KPLIF,utilities,Keppel Infrastructure,1796557602,Small,,
131,PRPL,unknownsector,Purple Innovation,1796147158,Small,StrongBuy,61511888.97260274
132,EVA,basicmaterials,Enviva,1793512806,Small,StrongBuy,39767467.98226164
133,CSTM,services,Constellium,1791522201,Small,ModerateBuy,139962671.953125
134,MESO,healthcare,Mesoblast,1790189917,Small,StrongBuy,117159025.9816754
135,MEOBF,healthcare,Mesoblast,1789604131,Small,,584837951.3071896
136,AMRN,healthcare,Amarin,1788615253,Small,ModerateBuy,388829402.826087
137,CFFN,financial,Capitol Federal Financial,1788367529,Small,Hold,138956295.95959598
138,HCSG,services,Healthcare Services,1787664480,Small,Hold,74424000.0
139,ATRA,healthcare,Atara Biotherapeutics,1786651802,Small,StrongBuy,77714301.95737277
140,DEA,financial,Easterly Government Properties,1786277716,Small,Hold,81231364.98408368
141,FHNIY,consumergoods,Foschini Group,1785945000,Small,Hold,134079954.95495495
142,LZB,consumergoods,LaZBoy,1785318440,Small,ModerateBuy,46144182.99302146
143,TWNK,consumergoods,Hostess Brands,1785150521,Small,ModerateBuy,130780257.94871795
144,FMTX,healthcare,Forma Therapeutics Holdings,1776025835,Small,ModerateBuy,43669186.99286944
145,CYRX,industrialgoods,CryoPort,1773364474,Small,StrongBuy,39663709.997763366
146,YMAB,healthcare,Y-Mabs Therapeutics,1772472493,Small,StrongBuy,40513656.982857145
147,NVMI,technology,Nova Measuring,1772297151,Small,ModerateBuy,28091569.995244887
148,CSRLF,industrialgoods,CSR,1771647132,Small,Hold,486716245.05494505
149,TWO,financial,Two Harbors,1770837498,Small,ModerateBuy,273699767.8516229
150,BDC,industrialgoods,Belden,1770569788,Small,Hold,44609971.982867226
151,VCMMF,technology,Vocus Group,1770461755,Small,,
152,AUPH,healthcare,Aurinia Pharmaceuticals,1769420640,Small,StrongBuy,126568000.0
153,FRIVF,financial,Fortune Real Estate Investment,1769109407,Small,,1965677118.8888888
154,GCMG,financial,GCM Grosvenor,1767841036,Small,,184150107.9166667
155,TUP,industrialgoods,Tupperware,1767350542,Small,ModerateBuy,49175028.992765725
156,CDE,basicmaterials,Coeur Mining,1767072319,Small,ModerateBuy,243734112.96551725
157,HRI,financial,Herc Holdings,1766464429,Small,StrongBuy,29154388.991582766
158,IPAR,consumergoods,Inter Parfums,1765157121,Small,ModerateBuy,31537557.995354656
159,TGCDF,basicmaterials,Teranga Gold,1764699218,Small,StrongBuy,167587769.99050334
160,IVINF,financial,Invincible Investment,1763998717,Small,,
161,NTCT,technology,Netscout Systems,1762881487,Small,Hold,73576021.99499165
162,WGO,consumergoods,Winnebago Industries,1762277857,Small,StrongBuy,33753645.98735874
163,FUWAF,industrialgoods,Furukawa Electric Co,1762197925,Small,,
164,HACBF,financial,Hachijuni Bank,1761348279,Small,,
165,AMK,financial,AssetMark Financial Holdings,1761241389,Small,ModerateBuy,72449254.99794324
166,OR,basicmaterials,Osisko Gold Royalties,1760451618,Small,StrongBuy,166867451.94312796
167,INO,healthcare,Inovio Pharmaceuticals,1760159291,Small,Hold,169408978.9220404
168,FTROF,basicmaterials,First Resources (Singapore),1758320995,Small,,
169,GCP,basicmaterials,GCP Applied Technologies,1757782673,Small,Hold,73058298.960931
170,DRNA,healthcare,Dicerna Pharma,1753799219,Small,StrongBuy,75044895.97774924
171,LNTEF,basicmaterials,Lintec,1752745525,Small,,
172,KROS,healthcare,Keros Therapeutics,1750660851,Small,ModerateBuy,23178350.999602806
173,JFROF,consumergoods,J FRONT RETAILING Co,1748178691,Small,,203040498.37398374
174,DNACF,technology,DeNA Co,1748096461,Small,,102889726.95703356
175,VTKLF,technology,VTech Holdings,1747254891,Small,,
176,ALPKF,basicmaterials,Alpek SAB de CV,1746869892,Small,,
177,GTN,services,Gray Television,1745321623,Small,StrongBuy,96160970.96418734
178,AKO.A,consumergoods,Embotelladora Andina SA,1744466514,Small,Hold,157727532.9113924
179,PRK,financial,Park National,1743988514,Small,ModerateSell,16314204.99532273
180,VGR,consumergoods,Vector Group,1742945480,Small,Hold,153293357.95954266
181,MD,healthcare,Mednax,1742781367,Small,ModerateSell,85598298.96856582
182,MUR,utilities,Murphy Oil,1741808407,Small,Hold,153598624.9559083
183,CITAF,industrialgoods,COSCO SHIPPING Development Co,1741218750,Small,,
184,MFA,financial,MFA Financial,1740799564,Small,ModerateBuy,453333219.7916667
185,MAXR,technology,Maxar Technologies,1740018715,Small,ModerateBuy,61074717.971217975
186,PDI,unknownsector,PIMCO Dynamic,1738706436,Small,,66286939.99237514
187,HAWPF,healthcare,Haw Par,1738499739,Small,,222599198.33546737
188,CVCO,consumergoods,Cavco Industries,1738492132,Small,ModerateBuy,9188161.999894297
189,KYUNF,financial,Kyushu Financial Group,1737651475,Small,,
190,AXNX,healthcare,Axonics Modulation Technologies,1737282739,Small,StrongBuy,39809411.98441797
191,AZRE,utilities,Azure Power Global,1736923614,Small,StrongBuy,48034391.9800885
192,JNDOF,consumergoods,JINS HOLDINGS,1734881154,Small,,24685275.384177577
193,MGY,utilities,Magnolia Oil & Gas,1733970000,Small,ModerateBuy,251300000.0
194,EFGIF,financial,EFG International AG,1731993397,Small,,
195,FMBI,financial,First Midwest Bancorp,1731674845,Small,ModerateBuy,114301969.9669967
196,PCVX,healthcare,Vaxcyte,1729233191,Small,ModerateBuy,50949710.98998232
197,HMN,financial,Horace Mann Educators,1728160442,Small,ModerateBuy,41412902.99544692
198,MDGL,healthcare,Madrigal Pharmaceuticals,1728143600,Small,ModerateBuy,15438123.99499732
199,DINRF,technology,SCREEN Holdings Co,1726785042,Small,Hold,
200,GMELF,consumergoods,GOME Retail Holdings,1724210193,Small,,21552627412.5
201,EAR,healthcare,Eargo,1723422893,Small,StrongBuy,37506482.98150163
202,UFS,basicmaterials,Domtar,1720965694,Small,Hold,55194537.973059654
203,RCKT,healthcare,Rocket Pharmaceuticals,1718875793,Small,StrongBuy,55233797.975578405
204,PMT,financial,PennyMac Mortgage,1717947770,Small,ModerateBuy,98789405.98044853
205,CELTF,basicmaterials,Centamin,1716593745,Small,ModerateBuy,1159860638.5135136
206,BCC,basicmaterials,Boise Cascade,1715837662,Small,ModerateBuy,39201225.99954306
207,OTTR,utilities,Otter Tail,1715656050,Small,ModerateBuy,41064050.98133078
208,RPAY,financial,Repay Holdings,1715510618,Small,StrongBuy,71183013.19502074
209,PNOCF,industrialgoods,Penta-Ocean Construction Co,1715007049,Small,,
210,DLGEF,technology,Digital Garage,1714880038,Small,,
211,CFIGF,financial,Challenger,1714875990,Small,,
212,SRHBF,technology,StarHub,1714329262,Small,ModerateBuy,1749315573.4693878
213,MIOFF,consumergoods,Milbon Co,1708942650,Small,,
214,ACEHF,consumergoods,PT ACE Hardware Indonesia Tbk,1708763780,Small,ModerateBuy,17087637800.0
215,YZCFF,industrialgoods,Sinopec Oilfield Service,1708590602,Small,,
216,FUBO,services,fuboTV,1706636934,Small,StrongBuy,67562823.99049881
217,CAKE,services,Cheesecake Factory,1706211889,Small,Hold,45584073.97809244
218,PBTHF,technology,PointsBet Holdings,1705831031,Small,Hold,205521810.96385542
219,FFBC,financial,First Financial Bancorp,1705517323,Small,Hold,98018236.954023
220,MRSN,healthcare,Mersana Therapeutics,1704900908,Small,ModerateBuy,68497424.9899558
221,BGS,consumergoods,B&G Foods,1694347891,Small,Hold,64252858.968524836
222,ABR,financial,Arbor Realty,1694214571,Small,ModerateBuy,123395088.92935178
223,PRKWF,financial,Parkway Life Real Estate Investment,1694005600,Small,,
224,XHR,financial,Xenia Hotels & Resorts,1693450361,Small,ModerateBuy,113730715.9838818
225,PLMR,financial,Palomar Holdings,1693437986,Small,ModerateBuy,25518956.992163956
226,ZNRGF,utilities,Z Energy,1692520000,Small,,
227,SCPAF,financial,Shopping Centres Australasia Property Group RE,1690218061,Small,ModerateBuy,
228,PIPR,financial,Piper Sandler,1689615289,Small,ModerateBuy,17868181.990270726
229,PTPKF,financial,PT Pakuwon Jati Tbk,1685586084,Small,ModerateBuy,
230,SMMCF,financial,Summit Industrial Income REIT,1685406450,Small,ModerateBuy,167535432.4055666
231,TKYMF,basicmaterials,Tokuyama,1684317093,Small,,
232,RNHEF,financial,China Dili Group,1683644542,Small,,8017354961.904762
233,UE,financial,Urban Edge Properties,1682832904,Small,ModerateSell,116701310.95700416
234,EURN,industrialgoods,Euronav,1682627430,Small,ModerateBuy,203954840.0
235,GNIIF,healthcare,GNI Group,1681578497,Small,,
236,HLG,services,Hailiang Education,1679445886,Small,,25778140.997697618
237,CLBK,financial,Columbia Financial,1678567605,Small,Hold,112655543.95973153
238,TRMK,financial,Trustmark,1676925800,Small,Hold,63423819.96974281
239,SCWTF,industrialgoods,Schweiter Technologies AG,1675440000,Small,,
240,PTKHF,basicmaterials,Petkim Petrokimya Holding Anonim Sirketi,1672704000,Small,,
241,DWMNF,basicmaterials,Dowa Holdings Co,1671960995,Small,,
242,GRPBF,consumergoods,Grupo LALA SAB de CV,1670511395,Small,ModerateBuy,2493300589.5522385
243,NTB,financial,Bank of NT Butterfield & Son,1668583546,Small,ModerateBuy,50107613.993994
244,HBM,basicmaterials,Hudbay Minerals,1666916323,Small,ModerateBuy,261272150.94043887
245,CIDHF,basicmaterials,China Agri-Industries Holdings,1663259308,Small,,
246,CVA,services,Covanta Holding,1661650547,Small,ModerateBuy,131981774.98014297
247,CRC,utilities,California Resources Corp,1657229250,Small,,83319720.9653092
248,ROIC,financial,Retail Opportunity Investments,1654432273,Small,Hold,118005154.99286734
249,HNI,industrialgoods,HNI,1653056955,Small,Hold,42714650.0
250,TOWN,financial,TowneBank,1652897223,Small,Hold,72654822.98901099
251,CRVL,financial,CorVel,1650686332,Small,,17897498.991651304
252,SKXJF,industrialgoods,Sankyo Co,1649765553,Small,,61170394.99443827
253,CXP,financial,Columbia Property,1649440736,Small,Hold,114465005.96807772
254,BLBRF,services,Bloomberry Resorts,1646020500,Small,,
255,GYUAF,industrialgoods,GS Yuasa,1645242088,Small,,
256,CSVI,technology,Computer Services,1643711776,Small,,27625408.0
257,PCELF,utilities,PowerCell Sweden AB,1642486671,Small,Hold,52142434.0
258,GRWG,industrialgoods,GrowGeneration,1642303121,Small,StrongBuy,48980110.97524605
259,SUCEF,basicmaterials,Sumitomo Osaka Cement Co,1638130364,Small,,
260,NPPGF,utilities,NIPPON GAS Co,1636288926,Small,,
261,NWHUF,financial,NorthWest Healthcare Properties REIT,1634279657,Small,ModerateBuy,175728995.37634408
262,GLUU,technology,Glu Mobile,1633981351,Small,StrongBuy,171998036.9473684
263,MAC,financial,Macerich,1633733670,Small,Hold,149472430.92406222
264,HKIB,financial,AMTD International,1633316335,Small,,245611478.9473684
265,TVAHF,services,TV Asahi Holdings,1632376100,Small,,
266,FBLV,financial,First Bancorp,1631913306,Small,,37088938.77272727
267,RVNC,healthcare,Revance Therapeutics,1631120254,Small,StrongBuy,66549173.969808236
268,KRO,basicmaterials,Kronos Worldwide,1629152309,Small,Hold,115542716.9503546
269,SIG,consumergoods,Signet Jewelers,1628914066,Small,ModerateSell,52342996.979434446
270,HLIO,industrialgoods,Helios Technologies,1628713742,Small,ModerateBuy,32111863.998422712
271,CSWI,basicmaterials,CSW Industrials,1627691993,Small,,14803928.994997727
272,INFN,technology,Infinera,1625648019,Small,ModerateBuy,193069835.98574823
273,FMMFF,industrialgoods,Fuji,1624566343,Small,,
274,ALG,industrialgoods,Alamo Group,1622837320,Small,ModerateBuy,11879344.99670595
275,ARRJF,healthcare,Arjo AB,1620598959,Small,,
276,PAGP,industrialgoods,Plains GP Holdings,1620596571,Small,StrongBuy,187786392.93163383
277,ILKAF,basicmaterials,Iluka Resources,1619207878,Small,ModerateBuy,
278,SMSMY,basicmaterials,Sims Metal,1619079787,Small,ModerateBuy,197931514.3031785
279,FMCC,financial,Freddie Mac,1618647637,Small,Hold,650059291.9678714
280,MSC,services,Studio City International Holdings,1617739585,Small,,110728239.90417522
281,LJUIF,healthcare,SSY Group,1616843697,Small,,3233687394.0
282,AMANF,technology,Amano,1614209644,Small,,
283,HRTX,healthcare,Heron Therapeutics,1613135034,Small,StrongBuy,90829675.33783783
284,FNXTF,consumergoods,Fenix Outdoor International AG,1608400008,Small,,
285,BVNRY,healthcare,Bavarian Nordic,1606748429,Small,,165303336.31687242
286,RVLV,consumergoods,Revolve Group,1606544162,Small,ModerateBuy,70216090.9965035
287,STOK,healthcare,Stoke Therapeutics,1606237873,Small,StrongBuy,33470261.992081683
288,MFGP,technology,Micro Focus International,1600825585,Small,,334900750.0
289,GARPY,basicmaterials,Golden Agri-Resources,1600470405,Small,,125428715.12539186
290,ACB,basicmaterials,Aurora Cannabis,1599644178,Small,Hold,183656047.99081513
291,GCWOF,basicmaterials,Grupo Cementos de Chihuahua,1599456541,Small,,
292,NSHBF,basicmaterials,Nisshinbo Holdings,1598615264,Small,,
293,OSIS,technology,OSI Systems,1597638250,Small,ModerateBuy,17920787.99775659
294,EGOV,technology,NIC,1597340270,Small,StrongBuy,67030644.98531263
295,MMSMY,industrialgoods,"Mitsui Mining and Smelting Company, Limited Unsponsored ADR",1595872937,Small,ModerateBuy,281956349.2932862
296,FBK,financial,FB Financial,1595789297,Small,ModerateBuy,47198736.97131026
297,KWHAF,financial,K Wah International Holdings,1594757053,Small,,
298,USNA,consumergoods,USANA Health,1594044562,Small,,21037937.996568564
299,DRH,financial,Diamondrock,1590165473,Small,ModerateSell,199518879.9247177
300,BLMN,services,Bloomin' Brands,1589039574,Small,ModerateBuy,87598653.47298788
301,ARI,financial,Apollo Real Estate,1588159368,Small,Hold,140296763.95759717
302,STBMF,basicmaterials,St Barbara,1587053657,Small,Hold,705357180.8888888
303,MGRC,financial,Mcgrath Rentcorp,1585317843,Small,ModerateBuy,24111297.99239544
304,SGHIF,financial,Shanghai Industrial Holdings,1585154512,Small,,1085722268.4931507
305,BANR,financial,Banner,1582355311,Small,ModerateBuy,35155638.99133526
306,RCUS,healthcare,Arcus Biosciences,1582180918,Small,StrongBuy,64923303.98030365
307,NWBI,financial,Northwest Bancshares,1580902043,Small,Hold,127801296.92805174
308,CSASF,financial,Credit Saison Co,1577936897,Small,,
309,IAG,basicmaterials,IAMGOLD,1577754000,Small,ModerateBuy,473800000.0
310,OLMXF,industrialgoods,Aleatica SAB de CV,1577577824,Small,,
311,MNRO,consumergoods,Monro Muffler,1575773377,Small,Hold,33307405.981822025
312,NGM,healthcare,NGM Biopharmaceuticals,1572258947,Small,StrongBuy,69019268.9640035
313,QUAIF,healthcare,Qualicorp Consultoria e Corretora de Seguros SA,1571884152,Small,,
314,GOL,industrialgoods,Gol Linhas,1571805767,Small,StrongBuy,177005153.94144142
315,SCRPF,utilities,Sembcorp Industries,1571458855,Small,ModerateSell,1172730488.8059702
316,UHOIF,industrialgoods,Ushio,1570779327,Small,,122239636.34241246
317,AVYA,technology,Avaya Holdings,1569797519,Small,StrongBuy,83278382.97082227
318,COLZF,consumergoods,Coca-Cola Icecek AS,1569502573,Small,,
319,CPWIF,utilities,China Power International Development,1569101811,Small,,
320,CRCW,consumergoods,Crypto Company,1567593290,Small,,21400590.98976109
321,ODP,consumergoods,ODP,1566542276,Small,ModerateSell,52674588.97108272
322,KN,technology,Knowles,1564871373,Small,ModerateBuy,91673776.9771529
323,AOTUF,financial,Precinct Properties New Zealand,1563379218,Small,,
324,WABC,financial,Westamerica Bancorporation,1558401304,Small,ModerateBuy,26868988.0
325,AMWD,industrialgoods,American Woodmark,1557432279,Small,StrongBuy,16993260.0
326,KAMN,technology,Kaman,1555192712,Small,ModerateBuy,27677392.988076173
327,PRFT,services,Perficient,1551391510,Small,StrongBuy,33008330.0
328,NWN,utilities,Northwest Gas,1551355333,Small,Hold,30568577.990147784
329,CVI,utilities,CVR Energy,1549176530,Small,Hold,100530598.96171317
330,EB,technology,Eventbrite,1548814425,Small,Hold,91645823.96449704
331,CHNVF,technology,China Youzan,1546580761,Small,,
332,NS,industrialgoods,Nustar Energy,1545114825,Small,Hold,109195393.99293286
333,HOKRF,utilities,Hokuriku Electric Power Company,1544984535,Small,,
334,KOZZF,basicmaterials,Koza Altin Isletmeleri AS,1544825000,Small,,
335,QUCOF,financial,Qualitas Controladora SAB de CV,1544620000,Small,Hold,
336,GMBKF,financial,Gunma Bank,1544084980,Small,,
337,PMVP,services,PMV Pharmaceuticals,1543798831,Small,StrongBuy,44773747.998839915
338,TRIL,healthcare,Trillium Therapeutics,1542222289,Small,StrongBuy,88684432.94997124
339,HTGC,financial,Hercules Capital,1541593969,Small,StrongBuy,114616651.97026023
340,AAWW,industrialgoods,Atlas Air,1541243804,Small,ModerateBuy,27517296.982681666
341,TSE,basicmaterials,Trinseo,1535860047,Small,Hold,38310302.99326515
342,ICHIF,financial,Ichigo,1535689017,Small,,
343,HEP,industrialgoods,Holly Energy Partners,1535209326,Small,StrongBuy,105440200.96153846
344,HCTPF,industrialgoods,Hutchison Port Holdings,1533153779,Small,,8069230415.789474
345,BV,services,BrightView Holdings,1532385701,Small,ModerateBuy,104886084.94182068
346,GNL,financial,Global Net Lease,1531941529,Small,Hold,89482565.94626167
347,SYBJF,financial,Security Bank (Philippines),1529683940,Small,ModerateBuy,
348,FLWS,consumergoods,1-800 Flowers,1528823552,Small,ModerateBuy,64643701.987315014
349,BSM,utilities,Black Stone Minerals,1525806800,Small,ModerateBuy,206748888.8888889
