,ticker,sector,company_name,market_cap,market_category,analyst_consensus,stock_outstanding
1649,TYTMF,financial,Tokyo Tatemono Co,2615876835,Medium,,193768654.44444445
1650,PEB,financial,Pebblebrook Hotel,2615725356,Medium,Hold,130917184.98498498
1651,AGO,financial,Assured Guaranty,2614079923,Medium,,80806180.0
1652,MGEE,utilities,MGE Energy,2612803482,Medium,Hold,36163369.99307959
1653,PGCMF,consumergoods,Puregold Price Club,2611410079,Medium,,2967511453.409091
1654,IMAB,healthcare,I-MAB,2608341455,Medium,ModerateBuy,70495715.0
1655,APELF,industrialgoods,Alps Alpine Co,2606655173,Medium,,
1656,MOG.A,technology,Moog,2605721438,Medium,ModerateBuy,32019186.99926272
1657,FCEL,technology,Fuelcell Energy,2605139522,Medium,Hold,294699040.95022625
1658,ESE,technology,Esco Technologies,2605073285,Medium,ModerateBuy,26037713.9930035
1659,LIVN,healthcare,LivaNova,2603310058,Medium,StrongBuy,48596416.98711966
1660,RRR,services,Red Rock Resorts,2595908883,Medium,ModerateBuy,117302705.96475373
1661,ACA,industrialgoods,Arcosa,2592440174,Medium,ModerateBuy,48267364.997207224
1662,HP,industrialgoods,Helmerich & Payne,2592373363,Medium,ModerateBuy,107478165.96185738
1663,BEAM,healthcare,Beam Therapeutics,2590500137,Medium,ModerateBuy,57965990.98232267
1664,KWHIF,industrialgoods,Kawasaki Heavy Industries,2589170902,Medium,Hold,167151123.43447384
1665,NSIT,technology,Insight Enterprises,2588461643,Medium,StrongBuy,35097784.98983051
1666,SINA,technology,Sina,2587665096,Medium,,59733727.977839336
1667,TSEM,technology,Tower Semiconductor,2587169570,Medium,StrongBuy,107262419.98341624
1668,NSSXF,technology,NS Solutions,2581226594,Medium,Hold,
1669,OM,healthcare,Outset Medical,2578689898,Medium,StrongBuy,42700610.99519788
1670,IBTX,financial,Independent Bank Group,2578030984,Medium,ModerateBuy,43248296.99714813
1671,MATX,industrialgoods,Matson,2576107157,Medium,StrongBuy,43078715.0
1672,DAN,industrialgoods,Dana Holding,2570498661,Medium,StrongBuy,144491211.97301856
1673,MBUMF,industrialgoods,Mabuchi Motor Co,2569426907,Medium,,
1674,GT,consumergoods,GoodYear Tire,2569137594,Medium,ModerateBuy,233134082.9401089
1675,AFLYY,industrialgoods,Air France KLM,2568869108,Medium,ModerateSell,427432463.8935108
1676,BYRSF,basicmaterials,PT Bayan Resources Tbk,2566666795,Medium,,
1677,SAPMY,industrialgoods,Saipem SpA,2564719692,Medium,,498972702.72373545
1678,HMY,basicmaterials,Harmony Gold Mining,2562566223,Medium,,597334783.9160839
1679,WD,financial,Walker & Dunlop,2562525367,Medium,StrongBuy,31227459.992688276
1680,FIBK,financial,First Interstate Bancsystem,2561203899,Medium,ModerateBuy,63114930.97585017
1681,TKCBY,industrialgoods,Tokai Carbon,2559968779,Medium,,52870069.78521272
1682,HL,basicmaterials,Hecla Mining Company,2559527495,Medium,ModerateBuy,531022301.86721987
1683,MCY,financial,Mercury General,2558632478,Medium,ModerateSell,55357690.999567285
1684,BVILF,consumergoods,Breville Group,2556510793,Medium,,
1685,KREVF,financial,Keppel REIT,2555868576,Medium,ModerateBuy,3194835720.0
1686,HPIFF,industrialgoods,Huadian Power International,2544647976,Medium,,9787107600.0
1687,AFYA,services,Afya,2544437067,Medium,ModerateBuy,93202822.96703297
1688,FN,technology,Fabrinet,2543581735,Medium,StrongBuy,36938450.98751089
1689,CWT,utilities,California Water Service,2540843200,Medium,Hold,49840000.0
1690,REZI,services,Resideo Technologies,2540148135,Medium,ModerateBuy,140494918.97123894
1691,YSHLF,industrialgoods,Yangzijiang Shipbuilding (Holdings),2535967200,Medium,,
1692,YORUF,consumergoods,Yokohama Rubber Co,2533490988,Medium,,164512401.8181818
1693,LCCTF,consumergoods,L'Occitane International SA,2532890112,Medium,Hold,1167230466.359447
1694,CSIQ,industrialgoods,Canadian Solar,2532888372,Medium,ModerateBuy,59041686.993007
1695,CGJTF,industrialgoods,Cargojet,2529844429,Medium,StrongBuy,
1696,CCIV,financial,Churchill Capital IV,2525400000,Medium,,258750000.0
1697,SLCJF,basicmaterials,SLC Agricola SA,2524749325,Medium,,
1698,JGCCF,industrialgoods,JGC,2524659970,Medium,,268866876.46432376
1699,RMRHF,financial,Rand Merchant Investment Holdings,2522733348,Medium,,
1700,AEL,financial,American Equity Investment Life,2521266704,Medium,ModerateBuy,92017032.99270074
1701,ASB,financial,Associated Banc-Corp,2520410488,Medium,ModerateBuy,153589913.95490554
1702,ALXO,services,ALX Oncology Holdings,2518487518,Medium,StrongBuy,37107521.99793723
1703,TJBH,services,Tengjun Biotechnology,2518090245,Medium,,48894956.21359223
1704,CEVIF,financial,China Everbright,2511028460,Medium,,1685254000.0
1705,AUB,financial,Atlantic Union Bankshares,2510339183,Medium,Hold,78718694.98275322
1706,YELP,technology,Yelp,2508467451,Medium,Hold,73996090.0
1707,CMC,basicmaterials,Commercial Metals Company,2507600128,Medium,Hold,119580358.98903196
1708,TBLMF,consumergoods,Tiger Brands,2505710665,Medium,,179492167.97994268
1709,MSTR,technology,Microstrategy,2504635451,Medium,ModerateBuy,9266817.563267723
1710,ISBC,financial,Investors Bancorp,2504179993,Medium,ModerateBuy,249918162.9740519
1711,NINOY,consumergoods,Nikon,2503756074,Medium,ModerateSell,368199422.64705884
1712,WWW,consumergoods,Wolverine World Wide,2503189320,Medium,ModerateBuy,82071780.98360656
1713,BYLOF,financial,Big Yellow Group,2503113892,Medium,ModerateBuy,
1714,CMPR,financial,Cimpress,2501551033,Medium,ModerateBuy,26003648.99168399
1715,UNIT,financial,Uniti Group,2497396866,Medium,Hold,232749008.9468779
1716,EPWDF,utilities,Electric Power Development Co,2496269263,Medium,,178050589.37232524
1717,SMFRF,industrialgoods,Sumitomo Forestry Co,2494957272,Medium,,
1718,PSMT,consumergoods,Pricesmart,2490456211,Medium,,30670642.992610835
1719,COKE,consumergoods,Coca-Cola Bottling Co Consolidated,2487120902,Medium,,9373688.99860551
1720,DOOR,industrialgoods,Masonite International,2485580972,Medium,StrongBuy,24502966.99526814
1721,DQWS,consumergoods,Dswiss,2484924246,Medium,,292344028.9411765
1722,SGIPF,consumergoods,Sugi Holdings Co,2483601868,Medium,,
1723,ABCB,financial,Ameris Bancorp,2482897208,Medium,StrongBuy,69490545.98376715
1724,KTB,consumergoods,Kontoor Brands,2482713058,Medium,StrongBuy,57205370.0
1725,FLR,industrialgoods,Fluor,2481957861,Medium,Hold,140620841.98300284
1726,JELD,basicmaterials,JELD-WEN,2481514346,Medium,Hold,100751698.98497768
1727,SJI,utilities,South Jersey Industries,2480556970,Medium,Hold,100590306.97485808
1728,B,industrialgoods,Barnes Group,2475695713,Medium,ModerateBuy,50617372.991208345
1729,CMD,healthcare,Cantel Medical,2475108946,Medium,ModerateBuy,42244562.997098476
1730,EOCCY,utilities,Enel Generación Chile SA,2474195961,Medium,,264903207.81584582
1731,CIM,financial,Chimera Investment,2470532748,Medium,ModerateBuy,233730628.94985807
1732,COOP,financial,Mr Cooper Group,2470308541,Medium,StrongBuy,90853568.9959544
1733,CBT,basicmaterials,Cabot,2461158659,Medium,ModerateBuy,56461542.99151181
1734,COLB,financial,Columbia Banking System,2458221518,Medium,ModerateBuy,71605636.99388291
1735,TDC,technology,Teradata,2458157000,Medium,Hold,109300000.00000001
1736,BCNAY,technology,Barco,2453693087,Medium,,214483661.45104897
1737,BRP,financial,BRP Group,2450765613,Medium,StrongBuy,79235874.9757517
1738,CATY,financial,Cathay General Bancorp,2450365192,Medium,Hold,79660766.97009103
1739,NTNTY,technology,NetEnt AS,2448443889,Medium,,123658782.27272727
1740,CDGLF,industrialgoods,Comfortdelgro,2448410451,Medium,,1943182897.6190476
1741,HKBNF,services,HKBN,2441997974,Medium,ModerateBuy,
1742,COMM,technology,CommScope Holding,2441342514,Medium,ModerateBuy,198644630.9194467
1743,ITCFY,financial,Investec,2439228062,Medium,,459364983.4274953
1744,NUVA,healthcare,NuVasive,2439048729,Medium,ModerateBuy,51283614.99158957
1745,NRDXF,industrialgoods,Nordex,2438720596,Medium,ModerateBuy,107527363.1393298
1746,ZEOOF,basicmaterials,Zeon,2436950199,Medium,Hold,
1747,SSTK,technology,Shutterstock,2435979668,Medium,StrongBuy,36222745.99256506
1748,FJTNY,services,Fuji Media Holdings,2435678880,Medium,,463938834.28571427
1749,ANIOY,basicmaterials,Acerinox SA,2434075857,Medium,,442559246.72727275
1750,FSRPF,financial,Frasers Property,2428298542,Medium,,2556103728.421053
1751,PPAAF,industrialgoods,PT Perusahaan Gas Negara Tbk,2424150819,Medium,,24241508190.0
1752,SUN,industrialgoods,Sunoco,2422046186,Medium,StrongBuy,83089062.9845626
1753,VSAT,technology,ViaSat,2421054070,Medium,ModerateBuy,67532888.9818689
1754,GBNXF,industrialgoods,Gibson Energy,2420131359,Medium,ModerateBuy,146319912.87787184
1755,BAFYY,industrialgoods,Balfour Beatty,2418450000,Medium,,341107193.22990125
1756,ACKAY,consumergoods,Arcelik,2417971016,Medium,ModerateBuy,133885438.31672205
1757,UTF,financial,Cohen & Steers Infrastructure Fund,2417564612,Medium,,93522808.97485493
1758,LYSCF,basicmaterials,Lynas,2414890591,Medium,ModerateBuy,901078578.7313433
1759,MRGIF,financial,Mori Sogo Reit,2414148000,Medium,,
1760,ARCE,technology,Arco Platform,2407031138,Medium,ModerateBuy,57584476.985645935
1761,KAR,services,Kar Auction Services,2406663898,Medium,StrongBuy,129251551.98711063
1762,STAY,services,Extended Stay America,2405946604,Medium,StrongBuy,177560634.9815498
1763,PRMW,consumergoods,Primo Water,2402955840,Medium,StrongBuy,160197056.0
1764,TSMRF,healthcare,Tsumura & Co,2400832399,Medium,,78509888.78351864
1765,TOKCF,technology,Tokyo Ohka Kogyo Co,2400507654,Medium,,
1766,ENBL,industrialgoods,Enable Midstream,2399467062,Medium,ModerateSell,435474965.8802178
1767,TWOU,technology,2U,2396289528,Medium,ModerateBuy,72068857.9849624
1768,SFM,consumergoods,Sprouts Farmers,2394390602,Medium,Hold,117950275.96059112
1769,UTZ,financial,UTZ Brands,2394310473,Medium,StrongBuy,120620174.96221662
1770,RLLWF,industrialgoods,Reliance Worldwide,2393987137,Medium,ModerateSell,
1771,CFTLF,technology,Chinasoft International,2391820421,Medium,,2544489809.574468
1772,HGV,financial,Hilton Grand Vacations,2390641107,Medium,ModerateBuy,85106482.98326807
1773,ARPTF,financial,Airport City,2390178835,Medium,,
1774,MTLS,technology,Materialise,2388299760,Medium,ModerateSell,54082875.00000001
1775,WLWHY,consumergoods,Woolworths Holdings,2385811580,Medium,Hold,981815465.0205761
1776,FJTNF,services,Fuji Media Holdings,2383630523,Medium,,230302465.99033818
1777,ITGR,industrialgoods,Integer Holdings,2380819521,Medium,ModerateBuy,32875165.990057994
1778,SATS,technology,Echostar,2380029830,Medium,ModerateBuy,98145560.0
1779,KSHDF,services,Koshidaka Holdings Co,2378559807,Medium,,
1780,BMI,industrialgoods,Badger Meter,2376526111,Medium,Hold,29116957.988238174
1781,BRC,industrialgoods,Brady,2371848796,Medium,ModerateBuy,52014227.98245614
1782,DNGFF,industrialgoods,Dongfang Electric,2370282018,Medium,,
1783,SPXC,industrialgoods,SPX,2368139582,Medium,StrongBuy,44783275.0
1784,EQX,basicmaterials,Equinox Gold,2367909003,Medium,StrongBuy,241870173.9530133
1785,EAT,services,Brinker International,2367732184,Medium,ModerateBuy,45289444.988523334
1786,DICCF,basicmaterials,DIC,2363292691,Medium,,
1787,SONO,technology,Sonos,2362853025,Medium,StrongBuy,110620459.97191012
1788,NSA,financial,National Storage Affiliates,2359638944,Medium,ModerateBuy,69197622.99120234
1789,RCM,services,R1 RCM,2357747548,Medium,StrongBuy,116662421.96932212
1790,OMAB,industrialgoods,Grupo Aeroportuario Del Centro,2356273774,Medium,StrongBuy,48763943.99834437
1791,GBDC,financial,Golub Capital Bdc,2355013914,Medium,ModerateBuy,167259510.9375
1792,SHO,financial,Sunstone Hotel,2354740206,Medium,Hold,215635550.0
1793,XNCR,healthcare,Xencor,2353939707,Medium,ModerateBuy,57455203.97852087
1794,KW,financial,Kennedy-Wilson,2351294030,Medium,ModerateBuy,141729597.95057264
1795,SHI,basicmaterials,Sinopec,2349850019,Medium,,108238139.98157531
1796,INDB,financial,Independent Bank,2343820103,Medium,ModerateBuy,32965120.99859353
1797,ASCCF,consumergoods,Asics,2342811904,Medium,,184473378.26771656
1798,MSGN,services,MSG Networks,2340080855,Medium,Hold,188716197.98387095
1799,KFY,services,Korn Ferry,2339702361,Medium,ModerateBuy,54781136.993678294
1800,GAERF,industrialgoods,Grupo Aeroportuario del Centro Norte SAB de CV,2338562733,Medium,,390411140.73455757
1801,FLOW,industrialgoods,SPX Flow,2337817079,Medium,ModerateSell,42214103.990610324
1802,REGI,basicmaterials,Renewable Energy Group,2335576854,Medium,StrongBuy,39332718.99629505
1803,ISFFF,services,ISS,2332735740,Medium,ModerateSell,
1804,NLTBF,basicmaterials,Nolato AB,2332544312,Medium,,26734032.229226362
1805,ABG,consumergoods,Asbury,2330079909,Medium,ModerateBuy,19285547.997020364
1806,ANAT,financial,American National Insurance,2327356032,Medium,,26887200.0
1807,SUMO,technology,Sumo Logic,2326120754,Medium,ModerateBuy,98689891.9813322
1808,AZUL,industrialgoods,Azul SA,2325773420,Medium,ModerateBuy,114008500.98039216
1809,CSPKF,industrialgoods,COSCO SHIPPING Ports,2320707461,Medium,,3315296372.857143
1810,NIU,consumergoods,Niu Technologies,2317142244,Medium,StrongBuy,74746524.0
1811,EHGRF,services,Star Entertainment Group,2313394530,Medium,Hold,
1812,DIPGY,utilities,Datang INTL PWR,2313338812,Medium,,925335524.8
1813,GHC,services,Graham Holdings,2312840331,Medium,,5006472.998246639
1814,PTAUF,industrialgoods,Port of Tauranga,2312216034,Medium,,
1815,AIN,basicmaterials,Albany International,2304928000,Medium,Hold,32300000.0
1816,LMPMF,basicmaterials,Lee & Man Paper Manufacturing,2303720260,Medium,,
1817,LTHM,basicmaterials,Livent,2302801617,Medium,Hold,146302516.96315122
1818,REPL,healthcare,Replimune Group,2299039948,Medium,StrongBuy,45962413.99440224
1819,AVIJF,technology,AviChina Industry & Technology Co,2297945249,Medium,,
1820,PMCUF,healthcare,Pro Medicus,2297865206,Medium,ModerateBuy,104211573.96825397
1821,PS,technology,Pluralsight,2297604236,Medium,ModerateBuy,145694624.98414713
1822,TSSCF,consumergoods,Turkiye Sise ve Cam Fabrikalari AS,2296494641,Medium,,
1823,HRIBF,technology,Horiba,2294386803,Medium,,
1824,AINPF,consumergoods,Ain Holdings,2292205316,Medium,,
1825,HISEF,consumergoods,Hisense Home Appliances Group Co,2289378621,Medium,,1362725369.642857
1826,MED,services,Medifast,2287466460,Medium,ModerateBuy,11769829.997427322
1827,THS,consumergoods,TreeHouse Foods,2286928538,Medium,ModerateBuy,56509229.99752904
1828,CPKPF,basicmaterials,CP Pokphand Co,2286824537,Medium,,25409161522.22222
1829,TNLIF,services,Trainline,2283232413,Medium,ModerateBuy,
1830,GPI,consumergoods,Group 1 Automotive,2282133334,Medium,StrongBuy,18314206.99783324
1831,YUMSF,technology,DEMAE-CAN,2281704114,Medium,,83917032.51195292
1832,VNE,industrialgoods,Veoneer,2281001472,Medium,Hold,111594983.95303327
1833,SEAS,services,SeaWorld,2276207675,Medium,StrongBuy,78381806.99035813
1834,SHEN,technology,Shenandoah Telecommunications Co,2271273567,Medium,Hold,49852360.99648815
1835,BKQNF,financial,Bank of Queensland,2267782410,Medium,,
1836,FSK,financial,FS KKR Capital,2267209278,Medium,Hold,123755964.95633188
1837,NIPOF,financial,Japan Hotel Reit Investment,2262409929,Medium,Hold,
1838,TCP,industrialgoods,TC Pipelines,2261125817,Medium,ModerateBuy,71306395.99495427
1839,AG,basicmaterials,First Majestic Silver,2261049161,Medium,ModerateBuy,221237686.98630136
1840,TPH,consumergoods,Tri Pointe,2258756705,Medium,StrongBuy,126825193.99213925
1841,MXL,technology,Maxlinear,2258430398,Medium,ModerateBuy,74168485.9770115
1842,MMLTF,basicmaterials,MMG,2257820040,Medium,Hold,
1843,SFNC,financial,Simmons 1st Nat'l,2257463779,Medium,ModerateBuy,108845890.98360656
1844,CVLT,technology,CommVault Systems,2256128944,Medium,StrongBuy,47130330.97973679
1845,SMSEY,consumergoods,Samsonite International SA,2255332907,Medium,,284405158.5119798
1846,MAX,technology,MediaAlpha,2251343806,Medium,ModerateBuy,58705183.98956975
1847,YEXT,technology,Yext,2247497604,Medium,ModerateBuy,119611367.96168175
1848,EPRT,financial,Essential Properties Realty,2247298629,Medium,ModerateBuy,104671570.98276666
1849,HTH,financial,Hilltop Holdings,2246937031,Medium,ModerateBuy,90238434.97991969
1850,SAVE,industrialgoods,Spirit Airlines,2244646529,Medium,ModerateBuy,97678264.96953873
1851,HDUGF,consumergoods,Hunter Douglas,2240476000,Medium,,34790000.0
1852,MDRX,technology,Allscripts,2240180236,Medium,ModerateBuy,157981680.95909733
1853,NINOF,consumergoods,Nikon,2239429919,Medium,,366518808.34697217
1854,TDS,technology,Telephone & Data Systems,2237342207,Medium,ModerateBuy,114325100.0
1855,PKCOF,services,Park24 Co,2236988643,Medium,,151250077.28194728
1856,MLHR,industrialgoods,Herman Miller,2233519890,Medium,StrongBuy,58900840.98101266
1857,SUM,basicmaterials,Summit Materials,2232338105,Medium,ModerateBuy,114127714.97955011
1858,UCBI,financial,United Community Banks,2231336841,Medium,ModerateBuy,86620218.98291925
1859,STRA,services,Strategic Education,2230160925,Medium,ModerateBuy,24402679.99781158
1860,ZYME,healthcare,Zymeworks,2225016496,Medium,ModerateBuy,45829381.99794027
1861,UILCF,financial,United Industrial,2220634411,Medium,,1254595712.4293785
1862,FBOHF,consumergoods,Forbo Holding AG,2217821275,Medium,,
1863,BPOSY,services,bpost SA,2217010464,Medium,ModerateBuy,184137081.72757477
1864,STLJF,basicmaterials,Stella-Jones,2216805096,Medium,StrongBuy,67175912.0
1865,PLXS,technology,Plexus,2216518691,Medium,ModerateBuy,28823389.999999996
1866,MC,financial,Moelis,2214182919,Medium,Hold,55465503.98296593
1867,EBCOF,industrialgoods,Ebara,2212873280,Medium,,
1868,FUN,services,Cedar Fair,2211547182,Medium,StrongBuy,56706338.0
1869,LGF.A,services,Lions Gate Entertainment Class A,2205638963,Medium,ModerateBuy,220784680.98098096
1870,IRBT,consumergoods,iRobot,2202933112,Medium,ModerateBuy,28127337.997957103
1871,SHZNF,industrialgoods,Shenzhen Expressway Co,2202578029,Medium,,
1872,CENT,consumergoods,Central Garden Pet,2201573650,Medium,,54697481.98757764
1873,TEX,industrialgoods,Terex,2199582000,Medium,Hold,69300000.0
1874,SWN,utilities,Southwestern Energy,2198612600,Medium,Hold,674421042.9447854
1875,CMP,basicmaterials,Compass Minerals International,2195878774,Medium,ModerateBuy,33955137.99288696
1876,SGPPF,industrialgoods,Spar Group,2194235930,Medium,,170095808.52713177
1877,MRVI,services,Maravai Lifesciences Holdings,2193999893,Medium,,81379817.98961423
1878,CNX,utilities,CNX Resources,2193644255,Medium,StrongBuy,224528582.90685773
1879,JELCF,industrialgoods,Johnson Electric Holdings,2191697042,Medium,,849494977.5193799
1880,DACHF,basicmaterials,Daicel,2189565510,Medium,,
1881,SMSOF,consumergoods,Samsonite International SA,2187902471,Medium,,1367439044.375
1882,RRETY,consumergoods,Robinsons Retail,2183519019,Medium,,154530716.1358811
1883,CELH,consumergoods,Celsius Holdings,2181073364,Medium,StrongBuy,71651555.97897503
1884,PGRE,financial,Paramount Group,2179601275,Medium,Hold,220161744.94949493
1885,CBGPF,financial,Close Brothers Group,2176227135,Medium,ModerateBuy,
1886,UBEOF,basicmaterials,UBE Industries,2174694942,Medium,,
1887,IBOC,financial,International Bancshares,2173509165,Medium,,63275375.98253275
1888,PTJSF,industrialgoods,PT Jasa Marga (Persero) Tbk,2169747853,Medium,,
1889,IPGDF,basicmaterials,IGO,2169406708,Medium,StrongBuy,604291562.1169916
1890,ALVR,healthcare,AlloVir,2166480224,Medium,,62669372.98235464
1891,PTTWF,technology,Orange Polska SA,2165389840,Medium,,
1892,SPTJF,basicmaterials,Sinopec Shanghai Petrochemical Co,2164762800,Medium,,
1893,MGAAF,consumergoods,Morinaga & Co,2163999467,Medium,,
1894,SKYW,industrialgoods,SkyWest,2159537208,Medium,StrongBuy,50140171.99907128
1895,BSEFY,services,Benesse Holdings,2158994656,Medium,,98359665.4214123
1896,EAF,industrialgoods,GrafTech International,2158883459,Medium,ModerateBuy,267188546.9059406
1897,EGHT,technology,8X8,2158325191,Medium,ModerateBuy,106321437.98029557
1898,AEOJF,financial,AEON Financial Service Co,2158016760,Medium,Hold,
1899,RUSHA,industrialgoods,Rush Enterprises A,2157731633,Medium,ModerateBuy,54736976.99137493
1900,AFBOF,basicmaterials,African Rainbow Minerals,2157670548,Medium,,
1901,MEIUF,technology,Meitu,2154560398,Medium,,
1902,MAIN,financial,Main Street Capital,2154519690,Medium,ModerateBuy,66272521.99323285
1903,ROCK,industrialgoods,Gibraltar Industries,2151664650,Medium,ModerateBuy,32522137.99879081
1904,IOSP,basicmaterials,Innospec,2149761027,Medium,ModerateBuy,24579933.99268237
1905,BKTOF,financial,Berner Kantonalbank AG,2149557592,Medium,,
1906,SMPL,consumergoods,The Simply Good Foods Company,2149538746,Medium,StrongBuy,95705197.9519145
1907,ADPPF,financial,ADO Properties SA,2145401031,Medium,ModerateSell,
1908,SFBS,financial,ServisFirst Bancshares,2137200311,Medium,Hold,53915244.97981837
1909,SANM,technology,Sanmina-Sci,2134152303,Medium,Hold,65065618.993902445
1910,ONTO,technology,Onto Innovation,2133439846,Medium,StrongBuy,48831307.988097966
1911,MTX,basicmaterials,Minerals Technologies,2132785316,Medium,ModerateBuy,33994027.988524064
1912,NPEGF,technology,Nippon Electric Glass Co,2132372943,Medium,,
1913,UEHPY,technology,Ultra Electronics Holdings,2130559063,Medium,,150039370.63380283
1914,FULT,financial,Fulton Financial,2128720000,Medium,ModerateBuy,162250000.0
1915,IIJIY,technology,Internet Initiative Japan,2125243261,Medium,,89295935.33613445
1916,MGNI,services,Magnite,2124981155,Medium,StrongBuy,111958964.96311907
1917,CSDXF,industrialgoods,COSCO SHIPPING Energy Transportation Co,2124160580,Medium,,4720356844.444445
1918,AMRC,industrialgoods,Ameresco,2123817747,Medium,StrongBuy,47866074.98309669
1919,BXRBF,financial,Bendigo & Adelaide Bank,2119963460,Medium,Hold,
1920,TOTTF,consumergoods,Toyo Tire,2119517052,Medium,,
1921,NTLA,healthcare,Intellia Therapeutics,2118636878,Medium,ModerateBuy,59080782.98940323
1922,GNW,financial,Genworth Financial,2118442186,Medium,Hold,505594793.7947494
1923,KMGIF,industrialgoods,Kamigumi Co,2117581870,Medium,,
1924,AX,financial,Axos Financial,2114410796,Medium,StrongBuy,59045260.98855068
1925,CLNY,financial,Colony Capital,2112745012,Medium,ModerateBuy,482361874.88584477
1926,VRRM,industrialgoods,Verra Mobility,2112740622,Medium,ModerateBuy,162268864.97695854
1927,SGFEF,healthcare,Siegfried Holding AG,2109492867,Medium,,
1928,FCPT,financial,Four Corners Property,2107140521,Medium,ModerateBuy,73445120.98292087
1929,SITC,financial,SITE Centers,2106095612,Medium,Hold,193219780.91743118
1930,PSEC,financial,Prospect Capital,2104676762,Medium,ModerateSell,380592542.85714287
1931,NNOX,healthcare,Nano-X Imaging,2099310757,Medium,ModerateBuy,45567847.9921858
1932,KYMR,healthcare,Kymera Therapeutics,2098462015,Medium,ModerateBuy,44458940.995762706
1933,EGO,basicmaterials,Eldorado Gold,2097586464,Medium,ModerateBuy,174798872.0
1934,IMMZF,financial,IMMOFINANZ AG,2095994515,Medium,ModerateBuy,
1935,SBGI,services,Sinclair Broadcast,2094390219,Medium,Hold,73980579.97174144
1936,TR,consumergoods,Tootsie Roll Industries,2093684691,Medium,,66360845.99049128
1937,EPAY,technology,Bottomline Technologies,2091466125,Medium,StrongBuy,45113591.997411564
1938,PDM,financial,Piedmont Office,2087036298,Medium,,126028761.95652175
1939,PVG,basicmaterials,Pretium Resources,2086006697,Medium,Hold,187253742.99820465
1940,FRCEF,basicmaterials,Fletcher Building,2085368732,Medium,Hold,824256415.8102767
1941,TCLHF,consumergoods,TCL Electronics Holdings,2083274111,Medium,,2604092638.75
1942,SNYYF,industrialgoods,Sany Heavy Equipment International Holdings Co,2083132659,Medium,,4734392406.818182
1943,IIJIF,technology,Internet Initiative Japan,2081962957,Medium,,
1944,NNCHF,basicmaterials,Nissan Chemical,2076621409,Medium,,
1945,EGFEY,financial,Eurobank Ergasias SA,2076408226,Medium,,7415743664.285713
1946,CVTV,services,China VTV,2076110000,Medium,,307571851.8518519
1947,VIE,healthcare,Viela Bio,2072859049,Medium,ModerateBuy,54837540.978835985
1948,JACK,services,Jack In The Box,2070968842,Medium,ModerateBuy,22722940.99188062
1949,CTB,consumergoods,Cooper Tire Rubber,2070368235,Medium,ModerateBuy,50373922.992700726
1950,FWRD,industrialgoods,Forward Air,2069683110,Medium,ModerateBuy,27507750.000000004
1951,FACYF,consumergoods,Fancl,2069273913,Medium,,
1952,QURE,healthcare,uniQure,2069070556,Medium,StrongBuy,44496140.989247315
1953,AVAV,technology,AeroVironment,2066002180,Medium,StrongBuy,24104563.994866412
1954,RLJ,financial,RLJ Lodging,2062773050,Medium,Hold,165021844.0
1955,MGLN,healthcare,Magellan Health,2062663262,Medium,ModerateBuy,25607240.993171945
1956,MIXIF,technology,Mixi,2062317183,Medium,,77385260.15009381
1957,CRLBF,basicmaterials,Cresco Labs,2061730175,Medium,StrongBuy,207835703.125
1958,ONDSD,technology,Ondas Holdings,2058786912,Medium,,195702177.94676808
1959,AVNS,healthcare,Avanos Medical,2056823945,Medium,Hold,47833115.0
1960,GMUAF,industrialgoods,Gamuda Bhd,2053552093,Medium,,
1961,ITCI,healthcare,Intra-Cellular Therapies,2051231806,Medium,StrongBuy,80157553.96639313
1962,WSFS,financial,Wsfs Financial,2050871662,Medium,ModerateBuy,50402350.99533055
1963,GCPEF,basicmaterials,GCL-Poly Energy Holdings,2050681753,Medium,,20506817530.0
1964,CBWBF,financial,Canadian Western Bank,2048588025,Medium,ModerateBuy,87099830.99489796
1965,NSTG,healthcare,NanoString Tech,2048156445,Medium,ModerateBuy,44065327.99053357
1966,BIG,consumergoods,Big Lots,2043328879,Medium,ModerateBuy,39257038.98174832
1967,IBA,basicmaterials,Industrias Bachoco SA De CV,2043000000,Medium,,50000000.0
1968,YPF,utilities,YPF Sociedad Anonima,2041293395,Medium,ModerateBuy,393312792.8709056
1969,MAANF,basicmaterials,Maanshan Iron & Steel Co,2040680514,Medium,,6802268380.0
1970,SVC,financial,Service Properties,2039694933,Medium,ModerateBuy,164757264.37802908
1971,IUSDF,industrialgoods,AS ONE,2034742131,Medium,,
1972,RRC,utilities,Range Resources,2032723267,Medium,Hold,256333324.96847415
1973,LGF.B,services,Lions Gate Entertainment Class B,2031219065,Medium,,220784680.97826087
1974,APHA,basicmaterials,Aphria,2028281622,Medium,StrongBuy,289341172.89586306
1975,EXXAF,basicmaterials,Exxaro Resources,2027567000,Medium,,
1976,SNWAF,industrialgoods,Sanwa Holdings,2025656269,Medium,,
1977,DY,industrialgoods,Dycom,2024976109,Medium,StrongBuy,31839246.996855345
1978,WSBC,financial,WesBanco,2024631340,Medium,ModerateBuy,67218835.98937583
1979,NOAH,financial,Noah Holdings,2023486242,Medium,,61635279.98781603
1980,SWPIF,healthcare,Sawai Pharmaceutical Co,2018342814,Medium,,43753366.87621938
1981,KURA,healthcare,Kura Oncology,2017106725,Medium,StrongBuy,56708088.979477085
1982,TKCBF,industrialgoods,Tokai Carbon Co,2014296832,Medium,,
